NBDATASETS	PROJECT	STREAM	PRODSTEP	DATATYPE	PROVENANCE	IDTOGROUP(GROUPID)	MEANNBFILES	MEANFILESIZE	ROUND(SUM(REPLICAS)/COUNT(*))
467	data12_8TeV	calibration_Tile	daq	RAW	T0	/atlas/role=production	39	3891995473	1
682	data12_8TeV	physics_Muons	merge	NTUP_ZPRIMEMM	GP	/atlas/phys-exotics/role=production	27	4229931134	4
94	data12_8TeV	express_express	merge	NTUP_TRIG	T0	/atlas/role=production	106	8629208510	1
520	data12_8TeV	physics_Background	merge	NTUP_BKGD	T0	/atlas/role=production	10	1278379592	2
577	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SMQCD	GP	/atlas/phys-sm/role=production	60	180248052565	2
73	data12_8TeV	physics_Muons	recon	DAOD_ZMUMU	T0	/atlas/role=production	56	29027394347	4
78	data12_8TeV	physics_HadDelayed	merge	RAW	T0	/atlas/role=production	2844	2103915177515	2
361	data12_8TeV	physics_CosmicCalo	recon	ESD	T0	/atlas/role=production	397	25608394469	2
85	data12_8TeV	physics_IDCosmic	merge	RAW	T0	/atlas/role=production	375	7908220699	4
73	data12_8TeV	physics_Egamma	merge	log	GP	/atlas/perf-egamma/role=production	3	1207235	1
500	data12_8TeV	physics_Standby	recon	ESD	T0	/atlas/role=production	195	178423726844	1
474	data12_8TeV	physics_Egamma	recon	log	AP	/atlas/role=production	1462	4385649170	1
235	data12_8TeV	physics_Egamma	merge	DESD_PHOJET	T0	/atlas/role=production	40	143151905286	3
303	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SLIMSMQCD	GP	/atlas/phys-exotics/role=production	96	49215097552	6
284	data12_8TeV	physics_Muons	merge	NTUP_EMBHHIM	GP	/atlas/phys-higgs/role=production	140	3814043737	1
385	data12_8TeV	physics_Muons	recon	DAOD_ZMUMU	T0	/atlas/role=production	39	18694555491	3
241	data12_8TeV	physics_Egamma	recon	DESD_ZEE	T0	/atlas/role=production	22	54256081881	4
495	data12_8TeV	physics_JetTauEtmiss	merge	TAG	AP	/atlas/role=production	45	1313154969	1
320	data12_8TeV	physics_MinBias	recon	ESD	T0	/atlas/role=production	444	444397958935	2
767	data12_8TeV	debugrec_hltacc	merge	log	AP	/atlas/role=production	1	225998	1
12	data12_8TeV	calibration_VdM	merge	NTUP_IDVTXLUMI	T0	/atlas/role=production	56	6694383029	2
237	data12_8TeV	physics_Standby	recon	HIST	AP	/atlas/role=production	257	9878236955	1
286	data12_8TeV	physics_Muons	recon	AOD_EMBHHIM	GP	/atlas/phys-higgs/role=production	140	6879359768	2
535	data12_8TeV	physics_Muons	merge	NTUP_TAUFULL	GP	/atlas/perf-tau/role=production	14	39037757565	1
166	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TRIG	T0	/atlas/role=production	93	63706779550	1
590	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_EXMJ	GP	/atlas/phys-exotics/role=production	45	1266305412	5
115	data12_8TeV	debugrec_hltrej	merge	AOD	T0	/atlas/role=production	1	81584739	5
649	data12_8TeV	physics_Egamma	merge	NTUP_HSG2	GP	/atlas/phys-higgs/role=production	10	33822543647	2
261	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_RPVLL	T0	/atlas/role=production	102	330721820888	3
19	data12_8TeV	physics_ALFA	recon	ESD	T0	/atlas/role=production	272	157368960086	2
203	data12_8TeV	physics_Egamma	merge	DAOD_2LHSG2	GP	/atlas/phys-higgs/role=production	80	292867249141	1
1	data12_8TeV	physics_Muons	recon	ESD_TAULH	GP	/atlas/phys-higgs/role=production	15	253828646	1
510	data12_8TeV	physics_Egamma	merge	NTUP_L1CALO	GP	/atlas/trig-daq/role=production	21	4760083273	1
7	data12_8TeV	physics_Muons	merge	log	GP	/atlas/det-muon/role=production	158	132552253899	1
424	data12_8TeV	physics_Egamma	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	99	224163511942	2
27	data12_8TeV	debugrec_crashed	merge	TAG	T0	/atlas/role=production	1	53604	12
468	data12_8TeV	physics_Muons	merge	NTUP_PHOTON	GP	/atlas/phys-sm/role=production	1	2139757481	3
148	data12_8TeV	physics_HadDelayed	merge	RAW	T0	/atlas/role=production	1789	1319531651013	2
1	data12_8TeV	physics_HLTPassthrough	merge	RAW	T0	/atlas/role=production	43	75704430304	2
58	data12_8TeV	physics_L1Calo	merge	HIST	T0	/atlas/role=production	1	81102503	2
6	data12_8TeV	physics_EnhancedBias	merge	HIST_HLTMONEF	GP	/atlas/trig-hlt/role=production	15	87350490	2
3	data12_8TeV	physics_EnhancedBias	recon	HIST_HLTMONEF	GP	/atlas/trig-hlt/role=production	1772	7431378216	1
3	data12_8TeV	physics_EnhancedBias	recon	RAW	GP	/atlas/trig-hlt/role=production	1772	1031396501005	1
1	data12_8TeV	physics_Egamma	merge	NTUP_PHOTON	GP	/atlas/role=production	28	156521452154	5
49	data12_8TeV	express_express	merge	NTUP_LARNOISE	GP	/atlas/role=production	17	139319880	1
1	data12_8TeV	physics_JetTauEtmiss	merge	log	GP	/atlas/role=production	1	97363	1
453	data12_8TeV	physics_CosmicCalo	merge	NTUP_HECNOISE	GP	/atlas/det-larg/role=production	4	607299	1
251	data12_8TeV	physics_MinBias	merge	AOD	AP	/atlas/role=production	6	32725235140	4
30	data12_8TeV	calibration_Muon_Calibration	daq	RAW	T0	/atlas/role=production	32	116042514596	1
1	data12_8TeV	debugrec_hltacc	merge	log	GP	/atlas/phys-susy/role=production	1	16901645	1
34	data12_8TeV	physics_IDCosmic	merge	AOD	T0	/atlas/role=production	10	372177251	1
1	data12_8TeV	physics_IDCosmic	merge	log	GP	/atlas/role=production	5	563321	1
2	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ2W_mufilter	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	250	801223793010	2
47	data12_8TeV	physics_Muons	merge	NTUP_HSG5WHU	GP	/atlas/phys-higgs/role=production	72	57213945909	1
1	data12_8TeV	McAtNloJimmy_AUET2CT10_ttbar_allhad	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	120	329967800889	1
3	data12_8TeV	physics_MinBias	merge	NTUP_MINBIAS	T0	/atlas/role=production	158	656642575289	2
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SMQCD	GP	/atlas/phys-susy/role=production	167	179954363810	1
2	data12_8TeV	physics_Muons	merge	NTUP_HSG2	GP	/atlas/phys-susy/role=production	145	140628663219	1
59	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_HSG5ZHMETU	GP	/atlas/phys-higgs/role=production	94	109380155209	1
2	data12_8TeV	physics_EnhancedBias	recon	AOD	GP	/atlas/trig-hlt/role=production	1273	90018281879	1
1	data12_8TeV	physics_EnhancedBias	merge	NTUP_TRIG	GP	/atlas/trig-hlt/role=production	43	28831692201	1
1	data12_8TeV	Zee_1tightPP	recon	NTUP_TRIGCOSTL2	GP	/atlas/trig-hlt/role=production	228	169711291	1
1	data12_8TeV	Zee_1tightPP	recon	NTUP_TRIGRATEL2	GP	/atlas/trig-hlt/role=production	228	48660813	1
1	data12_8TeV	Zee_1tightPP	merge	NTUP_TRIGRATE	GP	/atlas/trig-hlt/role=production	228	49604755	2
2	data12_8TeV	physics_EnhancedBias	merge	log	GP	/atlas/trig-daq/role=production	35	35093121	1
2	data12_8TeV	physics_JetCalibDelayed	merge	TAG	T0	/atlas/role=production	1	55552754	12
4	data12_8TeV	express_express	merge	NTUP_MINBIAS	T0	/atlas/role=production	20	7077686139	1
249	data12_8TeV	physics_JetTauEtmiss	recon	DESDM_TRACK	AP	/atlas/role=production	2679	72895123176	1
249	data12_8TeV	physics_JetTauEtmiss	recon	DESD_CALJET	AP	/atlas/role=production	2680	207278294116	1
251	data12_8TeV	physics_Background	recon	log	AP	/atlas/role=production	556	1028039442	1
486	data12_8TeV	physics_CosmicCalo	recon	log	AP	/atlas/role=production	564	1078765972	1
141	data12_8TeV	physics_MinBias	recon	DESDM_MET	AP	/atlas/role=production	361	5347679150	1
4	data12_8TeV	physics_JetTauEtmiss	recon	NTUP_SCT	GP	/atlas/det-indet/role=production	4141	2589092538288	1
247	data12_8TeV	physics_JetTauEtmiss	merge	AOD	AP	/atlas/role=production	88	760590008041	5
3	data12_8TeV	physics_CosmicMuons	recon	AOD	AP	/atlas/role=production	756	666956001	1
3	data12_8TeV	physics_JetTauEtmiss	recon	TAG	AP	/atlas/role=production	6742	38783792446	1
2	data12_8TeV	physics_Bphysics	recon	TAG	AP	/atlas/role=production	4808	1212339694	1
3	data12_8TeV	physics_Egamma	recon	TAG	AP	/atlas/role=production	8264	46129413108	1
1	data12_8TeV	physics_CosmicMuons	recon	ESD	AP	/atlas/role=production	5	4834135089	1
3	data12_8TeV	physics_EnhancedBias	recon	HIST_HLTMONL2	GP	/atlas/role=production	21	44567256	0
4	data12_8TeV	physics_EnhancedBias	recon	log	GP	/atlas/role=production	19	9820709	0
8	data12_8TeV	physics_Muons	merge	DESD_SGLMU	GP	/atlas/phys-higgs/role=production	17	8801316038	1
249	data12_8TeV	physics_Background	merge	ESD	AP	/atlas/role=production	19	185084156918	1
246	data12_8TeV	express_express	merge	ESD	AP	/atlas/role=production	68	637091219057	1
2	data12_8TeV	physics_ALFA	merge	RAW	T0	/atlas/role=production	6098	7501540843432	2
1	data12_8TeV	physics_EnhancedBias	recon	HIST	GP	/atlas/role=production	1702	122423824950	1
1	data12_8TeV	physics_EnhancedBias	merge	log	GP	/atlas/role=production	29	18407333	1
3	data12_8TeV	calibration_ALFACalib	daq	RAW	T0	/atlas/role=production	21602	587558226082	1
2	data12_8TeV	calibration_ALFACalib	recon	ESD	T0	/atlas/role=production	2044	3709007549462	1
2	data12_8TeV	physics_Background	recon	ESD	AP	/atlas/role=production	805	516393383560	1
3	data12_8TeV	physics_Background	recon	AOD	AP	/atlas/role=production	934	38197139530	1
1	data12_8TeV	physics_Muons	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	251	86573730746	2
1	data12_8TeV	HLT_pradloff_ZtautauBDTm	merge	RAW	GP	/atlas/role=production	928	16130199712	2
1	data12_8TeV	PowhegPythia8_AU2CT10_DYee_120M180	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	500	87634552306	1
3	data12_8TeV	physics_jetcalibddelayed	recon	ESD	T0	/atlas/role=production	217	95390568850	2
227	data12_8TeV	physics_Egamma	merge	NTUP_EGCJPSI	GP	/atlas/perf-egamma/role=production	25	4988636	4
1	data12_8TeV	physics_Background	recon	TAG	AP	/atlas/role=production	1192	160227589	1
165	data12_8TeV	physics_Standby	merge	AOD	T0	/atlas/role=production	10	3947134527	1
177	data12_8TeV	physics_ZeroBias	merge	AOD	T0	/atlas/role=production	22	7061877714	2
1032	data12_8TeV	physics_Muons	merge	NTUP_4LHSG2	GP	/atlas/phys-higgs/role=production	4	13653151473	2
1393	data12_8TeV	physics_ZeroBias	merge	log	AP	/atlas/role=production	3	1468131	1
702	data12_8TeV	physics_Egamma	merge	NTUP_2L2QHSG2	GP	/atlas/phys-higgs/role=production	41	11111380201	2
95	data12_8TeV	calibration_PixelBeam	daq	RAW	T0	/atlas/role=production	263	257341271671	1
86	data12_8TeV	physics_Bphysics	merge	RAW	T0	/atlas/role=production	2733	1446389465498	2
73	data12_8TeV	physics_Muons	recon	DESD_ZMUMU	T0	/atlas/role=production	56	282528045023	5
346	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TAU	GP	/atlas/phys-higgs/role=production	144	429717020772	2
1053	data12_8TeV	physics_Bphysics	merge	log	AP	/atlas/role=production	26	25222560	1
259	data12_8TeV	physics_Bphysics	merge	AOD	AP	/atlas/role=production	71	394186323233	4
230	data12_8TeV	physics_Egamma	merge	DRAW_ZEE	T0	/atlas/role=production	23	35820743410	2
682	data12_8TeV	physics_CosmicCalo	merge	NTUP_TRIG	T0	/atlas/role=production	16	878954881	1
62	data12_8TeV	debugrec_hltacc	recon	ESD	T0	/atlas/role=production	1	77521179	2
384	data12_8TeV	physics_Muons	merge	DAOD_ONIAMUMU	GP	/atlas/phys-beauty/role=production	80	280005377502	2
1404	data12_8TeV	physics_Egamma	merge	NTUP_EGAMMA	GP	/atlas/perf-egamma/role=production	28	40536586613	2
77	data12_8TeV	debug_all	daq	RAW	T0	/atlas/role=production	5	2426414913	2
180	data12_8TeV	physics_Bphysics	merge	RAW	T0	/atlas/role=production	1619	1025084947911	2
521	data12_8TeV	express_express	merge	TAG	T0	/atlas/role=production	1	52108906	1
151	data12_8TeV	debugrec_hltrej	merge	RAW	T0	/atlas/role=production	1	774964665	2
558	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_JETMET	GP	/atlas/perf-jets/role=production	118	445974798436	3
284	data12_8TeV	physics_Muons	merge	NTUP_EMBLHIM	GP	/atlas/phys-higgs/role=production	140	3776043225	4
488	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TAU	GP	/atlas/perf-tau/role=production	118	640137976514	2
334	data12_8TeV	physics_Egamma	merge	NTUP_TAU	GP	/atlas/phys-higgs/role=production	99	291139068225	2
1405	data12_8TeV	physics_CosmicMuons	merge	log	AP	/atlas/role=production	3	1172990	1
1375	data12_8TeV	physics_IDCosmic	merge	log	AP	/atlas/role=production	3	1152198	1
294	data12_8TeV	physics_Muons	merge	NTUP_JETMET	GP	/atlas/perf-jets/role=production	72	328532628249	1
936	data12_8TeV	physics_Background	merge	NTUP_BKGD	GP	/atlas/dataprep/role=production	15	2901800265	1
318	data12_8TeV	physics_MinBias	merge	AOD	T0	/atlas/role=production	20	33833788509	3
318	data12_8TeV	physics_MinBias	merge	TAG	T0	/atlas/role=production	1	84626843	11
1	data12_8TeV	physics_Muons	recon	EVNT_TAUHH	GP	/atlas/phys-higgs/role=production	15	1043586	1
214	data12_8TeV	physics_Egamma	merge	RAW	T0	/atlas/role=production	2436	1765968977200	2
244	data12_8TeV	physics_Egamma	recon	ESD	T0	/atlas/role=production	2233	4815057169208	1
260	data12_8TeV	physics_Bphysics	recon	log	AP	/atlas/role=production	2132	4686012017	1
5	data12_8TeV	physics_EnhancedBias	recon	ESD	T0	/atlas/role=production	1934	6286056286257	3
522	data12_8TeV	physics_Background	merge	RAW	T0	/atlas/role=production	309	72655344682	2
1460	data12_8TeV	physics_Standby	merge	log	AP	/atlas/role=production	9	5574263	1
487	data12_8TeV	physics_Standby	merge	TAG	AP	/atlas/role=production	3	51816709	1
1018	data12_8TeV	physics_Background	merge	HIST	T0	/atlas/role=production	1	119292349	2
174	data12_8TeV	physics_Muons	merge	DAOD_4LHSG2	GP	/atlas/phys-higgs/role=production	65	63731672400	1
1	data12_8TeV	physics_Muons	recon	EVNT_TAULH	GP	/atlas/phys-higgs/role=production	15	981322	1
504	data12_8TeV	physics_Muons	merge	log	GP	/atlas/trig-daq/role=production	774	1361688453	1
241	data12_8TeV	physics_Egamma	recon	DAOD_ZEE	T0	/atlas/role=production	22	4751487828	3
212	data12_8TeV	calibration_beamspot	daq	RAW	T0	/atlas/role=production	135	106721656396	1
235	data12_8TeV	physics_Muons	merge	DRAW_ZMUMU	AP	/atlas/role=production	33	105098245401	1
1	data12_8TeV	physics_Muons	recon	ESD_TAULL	GP	/atlas/phys-higgs/role=production	15	286882696	1
385	data12_8TeV	physics_Muons	recon	DESD_ZMUMU	T0	/atlas/role=production	39	182499611622	4
242	data12_8TeV	express_express	merge	RAW	T0	/atlas/role=production	318	134144980010	2
436	data12_8TeV	physics_Muons	merge	NTUP_SMWZ	GP	/atlas/phys-sm/role=production	107	218998659238	4
247	data12_8TeV	physics_Egamma	merge	D2AOD_DIPHO	GP	/atlas/phys-sm/role=production	22	50815216988	2
48	data12_8TeV	calibration_VdM	daq	RAW	T0	/atlas/role=production	6420	1837753622241	1
3	data12_8TeV	physics_Muons	merge	log	GP	/atlas/role=production	7	674149	1
207	data12_8TeV	physics_ZeroBiasOverlay	merge	RAW	T0	/atlas/role=production	364	464178721641	2
1221	data12_8TeV	physics_CosmicCalo	merge	HIST	AP	/atlas/role=production	5	717648979	1
23	data12_8TeV	physics_JetTauEtmiss	merge	log	GP	/atlas/perf-tau/role=production	130	3142867360	1
8	data12_8TeV	physics_JetTauEtmiss	recon	ESD	T0	/atlas/role=production	3957	7063986474167	2
2	data12_8TeV	physics_L1Calo	merge	HIST_HLTMONEF	GP	/atlas/role=production	4	15942656	1
453	data12_8TeV	physics_CosmicCalo	merge	NTUP_LARNOISE	GP	/atlas/det-larg/role=production	4	170700717	1
3	data12_8TeV	physics_EnhancedBias	recon	HIST_HLTMONL2	GP	/atlas/trig-hlt/role=production	1772	7275149688	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGCOST	GP	/atlas/trig-hlt/role=production	1772	3391595793	1
1	data12_8TeV	physics_L1Calo	recon	NTUP_TRIGRATE	GP	/atlas/role=production	609	145054795	1
285	data12_8TeV	physics_Egamma	merge	NTUP_JETMETWZ	GP	/atlas/perf-jets/role=production	1	4542751465	3
291	data12_8TeV	physics_Muons	merge	NTUP_SMTRILEP	GP	/atlas/phys-sm/role=production	1	3730505831	3
63	data12_8TeV	physics_Egamma	merge	NTUP_HSG5ZHLLU	GP	/atlas/phys-higgs/role=production	77	48001811520	1
276	data12_8TeV	physics_JetCalibDelayed	merge	NTUP_JETMET	GP	/atlas/perf-jets/role=production	7	40938801454	1
285	data12_8TeV	physics_Egamma	merge	NTUP_SMTRILEP	GP	/atlas/phys-sm/role=production	1	2518788822	3
81	data12_8TeV	physics_HadDelayed	recon	AOD	AP	/atlas/role=production	1462	406170431872	1
237	data12_8TeV	physics_Egamma	merge	AOD	AP	/atlas/role=production	56	520341144374	5
66	data12_8TeV	physics_Egamma	merge	NTUP_HSG5WHQ	GP	/atlas/phys-higgs/role=production	102	74775623241	1
23	data12_8TeV	physics_ALFA	merge	RAW	T0	/atlas/role=production	684	686396384245	2
2	data12_8TeV	physics_Muons	merge	NTUP_TOPMU	GP	/atlas/role=production	547	56393428631	2
2	data12_8TeV	physics_L1Calo	merge	HIST_HLTMONL2	GP	/atlas/role=production	4	24296863	1
54	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_L1TGC	GP	/atlas/role=production	1249	116724308	1
1	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPEJET	GP	/atlas/role=production	3621	3989869354	1
238	data12_8TeV	physics_Egamma	merge	DESD_PHOJET	AP	/atlas/role=production	40	210558194386	4
1	data12_8TeV	physics_L1Calo	recon	HIST_HLTMONL2	GP	/atlas/role=production	609	1474071173	1
8	data12_8TeV	McAtNloJimmy_CT10_ttbar_LeptonFilter	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	187	564761144529	1
1	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ4W	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	40	111830932118	1
4	data12_8TeV	physics_Egamma	merge	NTUP_COMMON	GP	/atlas/phys-susy/role=production	1659	399431740398	2
2	data12_8TeV	physics_Background	recon	NTUP_SCT	GP	/atlas/det-indet/role=production	201	54839348705	2
2	data12_8TeV	physics_Egamma	merge	NTUP_HSG2	GP	/atlas/phys-susy/role=production	142	142744273239	1
26	data12_8TeV	debugrec_crashed	merge	NTUP_HSG2	GP	/atlas/phys-higgs/role=production	1	3249518	1
238	data12_8TeV	physics_Egamma	merge	DESDM_RPVLL	AP	/atlas/role=production	28	21633787345	4
1	data12_8TeV	Zee_1tightPP	recon	NTUP_TRIGRATE	GP	/atlas/trig-hlt/role=production	228	49604755	1
1	data12_8TeV	Zee_1tightPP	merge	AOD	GP	/atlas/trig-hlt/role=production	23	2746916346	1
1	data12_8TeV	Zee_1tightPP	recon	HIST_HLTMONL2	GP	/atlas/trig-hlt/role=production	228	1047007272	1
2	data12_8TeV	physics_EnhancedBias	merge	NTUP_SMWZ	GP	/atlas/phys-exotics/role=production	40	130846268775	1
2	data12_8TeV	physics_JetCalibDelayed	merge	HIST	T0	/atlas/role=production	1	305586383	2
53	data12_8TeV	physics_Muons	merge	NTUP_HSG5WHQ	GP	/atlas/phys-higgs/role=production	96	74811500366	1
253	data12_8TeV	physics_MinBias	recon	log	AP	/atlas/role=production	452	1197456391	1
252	data12_8TeV	physics_MinBias	recon	DESD_SGLMU	AP	/atlas/role=production	439	101237060	1
474	data12_8TeV	express_express	recon	ESD	AP	/atlas/role=production	357	636781585646	1
240	data12_8TeV	physics_Egamma	recon	DESD_PHOJET	AP	/atlas/role=production	2731	212752223642	1
234	data12_8TeV	physics_ZeroBias	recon	log	AP	/atlas/role=production	371	673389712	1
244	data12_8TeV	physics_Muons	recon	DESD_SGLMU	AP	/atlas/role=production	2755	575482696619	1
1	data12_8TeV	physics_HLTPassthrough	merge	HIST	T0	/atlas/role=production	1	57380591	2
8	data12_8TeV	calibration_VdM	merge	NTUP_IDVTXLUMI	T0	/atlas/role=production	36	9505188203	2
2	data12_8TeV	physics_ALFA	merge	HIST	T0	/atlas/role=production	1	129730137	2
703	data12_8TeV	physics_CosmicMuons	merge	HIST	AP	/atlas/role=production	3	170338418	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGRATEL2	GP	/atlas/role=production	21	2652241	0
730	data12_8TeV	physics_Standby	merge	HIST	AP	/atlas/role=production	2	136767170	1
128	data12_8TeV	debugrec_hltacc	merge	ESD	AP	/atlas/role=production	1	42592589	1
8	data12_8TeV	calibration_ALFACalib	daq	RAW	T0	/atlas/role=production	6550	176405353707	1
2	data12_8TeV	debugrec_crashed	merge	NTUP_HSG2	AP	/atlas/role=production	1	3378596	1
1	data12_8TeV	debugrec_hltacc	merge	NTUP_HSG2	AP	/atlas/role=production	1	1235270	1
3	data12_8TeV	physics_ZeroBias	recon	AOD	AP	/atlas/role=production	719	7973898246	1
2	data12_8TeV	physics_L1Muon	merge	HIST	T0	/atlas/role=production	1	87451678	2
3	data12_8TeV	physics_jetcalibddelayed	merge	AOD	T0	/atlas/role=production	11	9432470324	3
1	data12_8TeV	physics_IDCosmic	recon	TAG	AP	/atlas/role=production	1143	36948401	1
1	data12_8TeV	physics_ZeroBias	merge	log	GP	/atlas/role=production	5	4889460	1
92	data12_8TeV	physics_Egamma	merge	DRAW_ZEE	T0	/atlas/role=production	35	51386819875	2
258	data12_8TeV	physics_MinBias	merge	NTUP_JETMETFULL	GP	/atlas/perf-jets/role=production	2	3641951120	1
284	data12_8TeV	physics_Muons	merge	NTUP_EMBHHUP	GP	/atlas/phys-higgs/role=production	140	3813836312	1
753	data12_8TeV	physics_Egamma	merge	log	GP	/atlas/phys-higgs/role=production	68	9978911821	1
75	data12_8TeV	physics_Muons	merge	TAG	T0	/atlas/role=production	6	750759503	11
362	data12_8TeV	physics_CosmicCalo	merge	AOD	T0	/atlas/role=production	20	2111167861	2
505	data12_8TeV	physics_CosmicCalo	merge	TAG	AP	/atlas/role=production	3	16887484	1
94	data12_8TeV	physics_Egamma	merge	HIST	T0	/atlas/role=production	1	261803695	2
987	data12_8TeV	physics_Egamma	merge	NTUP_4LHSG2	GP	/atlas/phys-higgs/role=production	2	6368750650	2
423	data12_8TeV	physics_Muons	merge	NTUP_SUSYSKIM	GP	/atlas/phys-susy/role=production	70	61737909745	4
177	data12_8TeV	physics_Background	merge	NTUP_SCT	T0	/atlas/role=production	14	18182268774	1
5	data12_8TeV	physics_EnhancedBias	merge	TAG	T0	/atlas/role=production	4	809281217	12
83	data12_8TeV	physics_ZeroBiasOverlay	merge	RAW	T0	/atlas/role=production	431	602658539335	2
182	data12_8TeV	calibration_lucid	daq	RAW	T0	/atlas/role=production	9	9732003530	1
897	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_BTAGSLIM	GP	/atlas/perf-flavtag/role=production	119	411714018100	3
758	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_BTAGEFF	GP	/atlas/perf-flavtag/role=production	64	79105045741	3
82	data12_8TeV	physics_JetTauEtmiss	merge	DESD_CALJET	T0	/atlas/role=production	71	243703485921	5
176	data12_8TeV	physics_ZeroBias	recon	ESD	T0	/atlas/role=production	435	90319091775	2
547	data12_8TeV	physics_Muons	merge	NTUP_SMQCD	GP	/atlas/phys-sm/role=production	45	127626698011	1
91	data12_8TeV	physics_JetTauEtmiss	merge	RAW	T0	/atlas/role=production	3334	3018232839048	2
182	data12_8TeV	physics_JetCalibDelayed	recon	log	AP	/atlas/role=production	408	913991617	1
143	data12_8TeV	physics_Egamma	merge	log	GP	/atlas/perf-jets/role=production	101	43227867	1
1137	data12_8TeV	physics_CosmicCalo	merge	AOD	T0	/atlas/role=production	15	3042391590	2
92	data12_8TeV	physics_Muons	merge	DRAW_ZMUMU	T0	/atlas/role=production	55	145113345815	2
1	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_JETMET	GP	/atlas/phys-top/role=production	4	9439730596	6
183	data12_8TeV	debugrec_hltacc	merge	TAG	T0	/atlas/role=production	1	40820	12
639	data12_8TeV	physics_Egamma	merge	NTUP_WPRIMEEN	GP	/atlas/phys-exotics/role=production	20	29805570622	2
443	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TRIGMU	GP	/atlas/trig-daq/role=production	855	18075222770	3
260	data12_8TeV	physics_Bphysics	recon	AOD	AP	/atlas/role=production	2061	396048925911	1
284	data12_8TeV	physics_Muons	merge	NTUP_EMBLHUP	GP	/atlas/phys-higgs/role=production	140	3775904135	2
256	data12_8TeV	debugrec_hltacc	merge	TAG	AP	/atlas/role=production	1	36114	1
284	data12_8TeV	physics_ZeroBias	merge	NTUP_JETMET	GP	/atlas/perf-jets/role=production	1	3189030328	2
286	data12_8TeV	physics_Muons	recon	AOD_EMBLLDN	GP	/atlas/phys-higgs/role=production	140	6914360984	1
151	data12_8TeV	physics_Muons	merge	NTUP_MUONCALIB	T0	/atlas/role=production	29	130499180181	5
194	data12_8TeV	physics_MinBias	merge	NTUP_TRIG	T0	/atlas/role=production	20	5306266151	1
1489	data12_8TeV	physics_Muons	merge	NTUP_TRIGMU	GP	/atlas/trig-daq/role=production	262	15747317595	2
525	data12_8TeV	express_express	merge	HIST	T0	/atlas/role=production	1	303625721	2
48	data12_8TeV	debugrec_hltrej	merge	RAW	T0	/atlas/role=production	2	2003116574	2
523	data12_8TeV	express_express	recon	ESD	T0	/atlas/role=production	1231	556421509653	2
192	data12_8TeV	calibration_IDTracks	daq	RAW	T0	/atlas/role=production	478	70953750905	2
235	data12_8TeV	physics_Egamma	merge	DESD_SGLEL	T0	/atlas/role=production	30	102707736454	3
58	data12_8TeV	physics_L1Calo	merge	TAG	T0	/atlas/role=production	1	40752031	8
314	data12_8TeV	physics_Muons	merge	NTUP_PHOTON	GP	/atlas/phys-higgs/role=production	1	5043474284	5
39	data12_8TeV	debugrec_crashed	merge	RAW	T0	/atlas/role=production	1	56176474	2
248	data12_8TeV	calibration_PixelBeam	daq	RAW	T0	/atlas/role=production	474	239064819161	1
235	data12_8TeV	physics_Egamma	merge	DESDM_EGAMMA	T0	/atlas/role=production	24	79058652994	3
180	data12_8TeV	physics_JetCalibDelayed	merge	ESD	AP	/atlas/role=production	80	745403258872	1
236	data12_8TeV	physics_IDCosmic	merge	RAW	T0	/atlas/role=production	318	2582482275	4
739	data12_8TeV	physics_Muons	merge	NTUP_TAU	GP	/atlas/perf-tau/role=production	96	360183623278	2
486	data12_8TeV	physics_Muons	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	93	103023238465	2
34	data12_8TeV	physics_IDCosmic	merge	TAG	T0	/atlas/role=production	1	1390564	1
19	data12_8TeV	physics_ALFA	merge	HIST	T0	/atlas/role=production	1	62935869	2
34	data12_8TeV	physics_IDCosmic	recon	ESD	T0	/atlas/role=production	208	4282764420	1
